FLIGHT_DATE;DEPARTURE_DATE;ARRIVAL_DATE;FLIGHT_NUMBER;FLIGHT_STATUS;DEPARTURE_IATA;DEPARTURE_AIRPORT;ARRIVAL_IATA;ARRIVAL_AIRPORT;DEPARTURE_SCHEDULED;DEPARTURE_HOUR;ARRIVAL_SCHEDULED;ARRIVAL_HOUR;DEPARTURE_ESTIMATED;ARRIVAL_ESTIMATED;DEPARTURE_ACTUAL;ARRIVAL_ACTUAL;DEPARTURE_DELAY;ARRIVAL_DELAY;AIRLINE;ARRIVAL_COUNTRY;DEPARTURE_COUNTRY
03_08_2022_15_00;03/08/2022;03/08/2022;TU515;scheduled;BCN;BARCELONA;TUN;CARTHAGE;03/08/2022 16:00;15h;03/08/2022 16:35;15h;;;;;0.0;0.0;TU;TUNISIA;SPAIN
03_08_2022_14_50;03/08/2022;03/08/2022;TU751;scheduled;LYS;SAINT EXUPERY;TUN;CARTHAGE;03/08/2022 15:50;14h;03/08/2022 16:45;15h;;;;;0.0;0.0;TU;TUNISIA;FRANCE
03_08_2022_15_45;03/08/2022;03/08/2022;TU283;scheduled;TLS;BLAGNAC;TUN;CARTHAGE;03/08/2022 16:45;15h;03/08/2022 17:35;16h;;;;;0.0;0.0;TU;TUNISIA;FRANCE
03_08_2022_22_25;03/08/2022;03/08/2022;TU999;scheduled;NCE;COTE DAZUR;TUN;CARTHAGE;03/08/2022 23:25;22h;04/08/2022 00:00;23h;;;;;0.0;0.0;TU;TUNISIA;FRANCE
03_08_2022_22_45;03/08/2022;03/08/2022;TU217;scheduled;IST;ATATURK;TUN;CARTHAGE;03/08/2022 23:45;22h;04/08/2022 00:40;23h;;;;;0.0;0.0;TU;TUNISIA;TURKEY
04_08_2022_01_00;04/08/2022;04/08/2022;TU706;scheduled;CMN;MOHAMMED V INTL;TUN;CARTHAGE;04/08/2022 02:00;01h;04/08/2022 04:25;03h;;;;;0.0;0.0;TU;TUNISIA;MOROCCO
03_08_2022_14_30;03/08/2022;04/08/2022;TU203;scheduled;YUL;PIERRE ELLIOTT TRUDEAU INTL;TUN;CARTHAGE;03/08/2022 15:30;14h;04/08/2022 04:45;03h;;;;;0.0;0.0;TU;TUNISIA;CANADA
03_08_2022_15_40;03/08/2022;03/08/2022;TU700;scheduled;TUN;CARTHAGE;GVA;GENEVE COINTRIN;03/08/2022 16:40;15h;03/08/2022 19:35;18h;;;;;0.0;0.0;TU;SWITZERLAND;TUNISIA
03_08_2022_16_20;03/08/2022;03/08/2022;TU903;scheduled;MRS;PROVENCE;TUN;CARTHAGE;03/08/2022 17:20;16h;03/08/2022 17:55;16h;;;;;0.0;0.0;TU;TUNISIA;FRANCE
03_08_2022_16_55;03/08/2022;03/08/2022;TU543;scheduled;MUC;FRANZ JOSEF STRAUSS;TUN;CARTHAGE;03/08/2022 17:55;16h;03/08/2022 19:00;18h;;;;;0.0;0.0;TU;TUNISIA;GERMANY
03_08_2022_16_55;03/08/2022;03/08/2022;TU216;scheduled;TUN;CARTHAGE;IST;ATATURK;03/08/2022 17:55;16h;03/08/2022 22:35;21h;;;;;0.0;0.0;TU;TURKEY;TUNISIA
03_08_2022_18_25;03/08/2022;03/08/2022;TU607;scheduled;MAD;BARAJAS;TUN;CARTHAGE;03/08/2022 19:25;18h;03/08/2022 20:40;19h;;;;;0.0;0.0;TU;TUNISIA;SPAIN
03_08_2022_18_55;03/08/2022;03/08/2022;TU527;scheduled;DUS;DUSSELDORF;TUN;CARTHAGE;03/08/2022 19:55;18h;03/08/2022 21:30;20h;;;;;0.0;0.0;TU;TUNISIA;GERMANY
03_08_2022_18_55;03/08/2022;03/08/2022;TU998;scheduled;TUN;CARTHAGE;NCE;COTE DAZUR;03/08/2022 19:55;18h;03/08/2022 22:25;21h;;;;;0.0;0.0;TU;FRANCE;TUNISIA
03_08_2022_19_35;03/08/2022;03/08/2022;TU701;scheduled;GVA;GENEVE COINTRIN;TUN;CARTHAGE;03/08/2022 20:35;19h;03/08/2022 21:30;20h;;;;;0.0;0.0;TU;TUNISIA;SWITZERLAND
03_08_2022_19_30;03/08/2022;03/08/2022;TU723;scheduled;ORY;ORLY;TUN;CARTHAGE;03/08/2022 20:30;19h;03/08/2022 21:55;20h;;;;;0.0;0.0;TU;TUNISIA;FRANCE
28_12_2022_23_45;28/12/2022;29/12/2022;TU217;landed;IST;ATATURK;TUN;CARTHAGE;28/12/2022 23:45;23h;29/12/2022 00:40;00h;28/12/2022 23:39;29/12/2022 00:28;28/12/2022 23:39;;0.0;0.0;TU;TUNISIA;TURKEY
28_12_2022_18_25;29/12/2022;29/12/2022;TU607;landed;MAD;BARAJAS;TUN;CARTHAGE;28/12/2022 18:25;00h;28/12/2022 20:40;02h;28/12/2022 21:00;29/12/2022 02:13;29/12/2022 00:25;29/12/2022 02:13;360.0;333.0;TU;TUNISIA;SPAIN
29_12_2022_02_35;29/12/2022;29/12/2022;TU706;active;CMN;MOHAMMED V INTL;TUN;CARTHAGE;29/12/2022 02:35;02h;29/12/2022 05:00;05h;;;;;0.0;0.0;TU;TUNISIA;MOROCCO
29_12_2022_02_10;29/12/2022;29/12/2022;TU714;active;JED;KING ABDULAZIZ INTL;TUN;CARTHAGE;29/12/2022 02:10;03h;29/12/2022 05:05;05h;29/12/2022 03:00;;29/12/2022 03:00;;50.0;0.0;TU;TUNISIA;SAUDI ARABIA
28_12_2022_15_15;28/12/2022;29/12/2022;TU203;active;YUL;PIERRE ELLIOTT TRUDEAU INTL;TUN;CARTHAGE;28/12/2022 15:15;16h;29/12/2022 05:30;06h;28/12/2022 16:00;29/12/2022 06:33;28/12/2022 16:00;;45.0;63.0;TU;TUNISIA;CANADA
29_12_2022_09_25;29/12/2022;29/12/2022;TU931;scheduled;MRS;PROVENCE;TUN;CARTHAGE;29/12/2022 09:25;09h;29/12/2022 11:00;11h;;;;;0.0;0.0;TU;TUNISIA;FRANCE
29_12_2022_09_30;29/12/2022;29/12/2022;TU997;scheduled;NCE;COTE DAZUR;TUN;CARTHAGE;29/12/2022 09:30;09h;29/12/2022 11:05;11h;;;;;0.0;0.0;TU;TUNISIA;FRANCE
29_12_2022_10_00;29/12/2022;29/12/2022;TU701;scheduled;GVA;GENEVE COINTRIN;TUN;CARTHAGE;29/12/2022 10:00;10h;29/12/2022 11:55;11h;;;;;0.0;0.0;TU;TUNISIA;SWITZERLAND
29_12_2022_10_45;29/12/2022;29/12/2022;TU473;scheduled;VCE;VENEZIA TESSERA;TUN;CARTHAGE;29/12/2022 10:45;10h;29/12/2022 12:25;12h;;;;;0.0;0.0;TU;TUNISIA;ITALY
29_12_2022_08_40;29/12/2022;29/12/2022;TU147;scheduled;DXB;DUBAI INTL;TUN;CARTHAGE;29/12/2022 08:40;08h;29/12/2022 12:35;12h;;;;;0.0;0.0;TU;TUNISIA;UNITED ARAB EMIRATES
29_12_2022_06_50;29/12/2022;29/12/2022;TU930;scheduled;TUN;CARTHAGE;MRS;PROVENCE;29/12/2022 06:50;06h;29/12/2022 08:25;08h;;;;;0.0;0.0;TU;FRANCE;TUNISIA
29_12_2022_07_00;29/12/2022;29/12/2022;TU996;scheduled;TUN;CARTHAGE;NCE;COTE DAZUR;29/12/2022 07:00;07h;29/12/2022 08:30;08h;;;;;0.0;0.0;TU;FRANCE;TUNISIA
29_12_2022_07_05;29/12/2022;29/12/2022;TU700;scheduled;TUN;CARTHAGE;GVA;GENEVE COINTRIN;29/12/2022 07:05;07h;29/12/2022 09:00;09h;;;;;0.0;0.0;TU;SWITZERLAND;TUNISIA
29_12_2022_07_50;29/12/2022;29/12/2022;TU788;scheduled;TUN;CARTHAGE;BRU;BRUSSELS NATL;29/12/2022 07:50;07h;29/12/2022 10:25;10h;;;;;0.0;0.0;TU;BELGIUM;TUNISIA
29_12_2022_08_00;29/12/2022;29/12/2022;TU718;scheduled;TUN;CARTHAGE;ORY;ORLY;29/12/2022 08:00;08h;29/12/2022 10:30;10h;;;;;0.0;0.0;TU;FRANCE;TUNISIA
29_12_2022_08_00;29/12/2022;29/12/2022;TU756;scheduled;TUN;CARTHAGE;MXP;MALPENSA;29/12/2022 08:00;08h;29/12/2022 09:45;09h;;;;;0.0;0.0;TU;ITALY;TUNISIA
29_12_2022_08_05;29/12/2022;29/12/2022;TU792;scheduled;TUN;CARTHAGE;LGW;GATWICK;29/12/2022 08:05;08h;29/12/2022 09:50;09h;;;;;0.0;0.0;TU;UNITED KINGDOM;TUNISIA
29_12_2022_08_10;29/12/2022;29/12/2022;TU472;scheduled;TUN;CARTHAGE;VCE;VENEZIA TESSERA;29/12/2022 08:10;08h;29/12/2022 09:55;09h;;;;;0.0;0.0;TU;ITALY;TUNISIA
29_12_2022_08_15;29/12/2022;29/12/2022;TU711;scheduled;TUN;CARTHAGE;CMN;MOHAMMED V INTL;29/12/2022 08:15;08h;29/12/2022 11:00;11h;;;;;0.0;0.0;TU;MOROCCO;TUNISIA
29_12_2022_12_00;29/12/2022;29/12/2022;TU417;cancelled;TUN;CARTHAGE;BEN;BENINA;29/12/2022 12:00;12h;29/12/2022 14:45;14h;;;;;0.0;0.0;TU;LIBYA;TUNISIA
29_12_2022_12_15;29/12/2022;29/12/2022;TU374;scheduled;TUN;CARTHAGE;ALG;HOUARI BOUMEDIENE;29/12/2022 12:15;12h;29/12/2022 13:35;13h;;;;;0.0;0.0;TU;ALGERIA;TUNISIA
29_12_2022_06_45;29/12/2022;29/12/2022;TU214;scheduled;TUN;CARTHAGE;IST;ATATURK;29/12/2022 06:45;16h;29/12/2022 11:20;21h;29/12/2022 16:30;29/12/2022 21:05;;;585.0;585.0;TU;TURKEY;TUNISIA
